Indicator,Year,Geography,FIPS,Race,Sex,Age group,Misc,Rate,Cases,Population
Chlamydia,2008,Iowa,19,All races/ethnicities,Both sexes,All age groups,All transmission categories,312.1,"9,372","3,002,555"
Chlamydia,2008,Kansas,20,All races/ethnicities,Both sexes,All age groups,All transmission categories,328.6,"9,208","2,802,134"
Chlamydia,2008,Kentucky,21,All races/ethnicities,Both sexes,All age groups,All transmission categories,284.9,"12,163","4,269,245"
Chlamydia,2008,Louisiana,22,All races/ethnicities,Both sexes,All age groups,All transmission categories,513.7,"22,659","4,410,796"
Chlamydia,2008,Maine,23,All races/ethnicities,Both sexes,All age groups,All transmission categories,198.1,"2,608","1,316,456"
Chlamydia,2008,Maryland,24,All races/ethnicities,Both sexes,All age groups,All transmission categories,437.9,"24,669","5,633,597"
Chlamydia,2008,Massachusetts,25,All races/ethnicities,Both sexes,All age groups,All transmission categories,269.4,"17,503","6,497,967"
Chlamydia,2008,Michigan,26,All races/ethnicities,Both sexes,All age groups,All transmission categories,449.1,"44,923","10,003,422"
Chlamydia,2008,Minnesota,27,All races/ethnicities,Both sexes,All age groups,All transmission categories,274.9,"14,351","5,220,393"
Chlamydia,2008,Mississippi,28,All races/ethnicities,Both sexes,All age groups,All transmission categories,723.2,"21,253","2,938,618"
Chlamydia,2008,Missouri,29,All races/ethnicities,Both sexes,All age groups,All transmission categories,419.8,"24,817","5,911,605"
Chlamydia,2008,Montana,30,All races/ethnicities,Both sexes,All age groups,All transmission categories,320.5,"3,101","967,440"
Chlamydia,2008,Nebraska,31,All races/ethnicities,Both sexes,All age groups,All transmission categories,312.5,"5,573","1,783,432"
Chlamydia,2008,Nevada,32,All races/ethnicities,Both sexes,All age groups,All transmission categories,371.9,"9,670","2,600,167"
Chlamydia,2008,New Hampshire,33,All races/ethnicities,Both sexes,All age groups,All transmission categories,160.3,"2,109","1,315,809"
Chlamydia,2008,New Jersey,34,All races/ethnicities,Both sexes,All age groups,All transmission categories,258,"22,405","8,682,661"
Chlamydia,2008,New Mexico,35,All races/ethnicities,Both sexes,All age groups,All transmission categories,466.8,"9,262","1,984,356"
Chlamydia,2008,New York,36,All races/ethnicities,Both sexes,All age groups,All transmission categories,453.3,"88,359","19,490,297"
Chlamydia,2008,North Carolina,37,All races/ethnicities,Both sexes,All age groups,All transmission categories,406.8,"37,516","9,222,414"
Chlamydia,2008,North Dakota,38,All races/ethnicities,Both sexes,All age groups,All transmission categories,299.5,"1,921","641,481"
Chlamydia,2008,Northern Mariana Islands,69,All races/ethnicities,Both sexes,All age groups,All transmission categories,Data not available,Data not available,null
Chlamydia,2008,Ohio,39,All races/ethnicities,Both sexes,All age groups,All transmission categories,410.2,"47,117","11,485,910"
Chlamydia,2008,Oklahoma,40,All races/ethnicities,Both sexes,All age groups,All transmission categories,406.4,"14,803","3,642,361"
Chlamydia,2008,Oregon,41,All races/ethnicities,Both sexes,All age groups,All transmission categories,283.5,"10,744","3,790,060"
Chlamydia,2008,Pennsylvania,42,All races/ethnicities,Both sexes,All age groups,All transmission categories,339.3,"42,233","12,448,279"
Chlamydia,2008,Puerto Rico,72,All races/ethnicities,Both sexes,All age groups,All transmission categories,173.8,"6,874","3,954,553"
Chlamydia,2008,Rhode Island,44,All races/ethnicities,Both sexes,All age groups,All transmission categories,315.7,"3,317","1,050,788"
Chlamydia,2008,South Carolina,45,All races/ethnicities,Both sexes,All age groups,All transmission categories,587.6,"26,323","4,479,800"
Chlamydia,2008,South Dakota,46,All races/ethnicities,Both sexes,All age groups,All transmission categories,367.6,"2,956","804,194"
Chlamydia,2008,Tennessee,47,All races/ethnicities,Both sexes,All age groups,All transmission categories,451.1,"28,038","6,214,888"
Chlamydia,2008,Texas,48,All races/ethnicities,Both sexes,All age groups,All transmission categories,414.6,"100,870","24,326,974"
Chlamydia,2008,U.S. Virgin Islands,78,All races/ethnicities,Both sexes,All age groups,All transmission categories,548.1,587,"107,091"
Chlamydia,2008,Utah,49,All races/ethnicities,Both sexes,All age groups,All transmission categories,220,"6,021","2,736,424"
Chlamydia,2008,Vermont,50,All races/ethnicities,Both sexes,All age groups,All transmission categories,191.5,"1,190","621,270"
Chlamydia,2008,Virginia,51,All races/ethnicities,Both sexes,All age groups,All transmission categories,401.8,"31,218","7,769,089"
Chlamydia,2008,Washington,53,All races/ethnicities,Both sexes,All age groups,All transmission categories,326.8,"21,402","6,549,224"
Chlamydia,2008,West Virginia,54,All races/ethnicities,Both sexes,All age groups,All transmission categories,182.8,"3,316","1,814,468"
Chlamydia,2008,Wisconsin,55,All races/ethnicities,Both sexes,All age groups,All transmission categories,373.1,"20,996","5,627,967"
Chlamydia,2008,Wyoming,56,All races/ethnicities,Both sexes,All age groups,All transmission categories,296.1,"1,577","532,668"
Chlamydia,2009,Alabama,1,All races/ethnicities,Both sexes,All age groups,All transmission categories,550.7,"25,929","4,708,708"
Chlamydia,2009,Alaska,2,All races/ethnicities,Both sexes,All age groups,All transmission categories,739.6,"5,166","698,473"
Chlamydia,2009,American Samoa,60,All races/ethnicities,Both sexes,All age groups,All transmission categories,Data not available,Data not available,null
Chlamydia,2009,Arizona,4,All races/ethnicities,Both sexes,All age groups,All transmission categories,394.2,"26,002","6,595,778"
Chlamydia,2009,Arkansas,5,All races/ethnicities,Both sexes,All age groups,All transmission categories,496.8,"14,354","2,889,450"
Chlamydia,2009,California,6,All races/ethnicities,Both sexes,All age groups,All transmission categories,397.2,"146,796","36,961,664"
Chlamydia,2009,Colorado,8,All races/ethnicities,Both sexes,All age groups,All transmission categories,398,"19,998","5,024,748"
Chlamydia,2009,Connecticut,9,All races/ethnicities,Both sexes,All age groups,All transmission categories,344.7,"12,127","3,518,288"
Chlamydia,2009,Delaware,10,All races/ethnicities,Both sexes,All age groups,All transmission categories,533,"4,718","885,122"
Chlamydia,2009,District of Columbia,11,All races/ethnicities,Both sexes,All age groups,All transmission categories,1092.1,"6,549","599,657"
Chlamydia,2009,Florida,12,All races/ethnicities,Both sexes,All age groups,All transmission categories,393.4,"72,931","18,537,969"
Chlamydia,2009,Georgia,13,All races/ethnicities,Both sexes,All age groups,All transmission categories,405.2,"39,828","9,829,211"
Chlamydia,2009,Guam,66,All races/ethnicities,Both sexes,All age groups,All transmission categories,390.4,622,"159,323"
Chlamydia,2009,Hawaii,15,All races/ethnicities,Both sexes,All age groups,All transmission categories,465.3,"6,026","1,295,178"
Chlamydia,2009,Idaho,16,All races/ethnicities,Both sexes,All age groups,All transmission categories,248.5,"3,842","1,545,801"
Chlamydia,2009,Illinois,17,All races/ethnicities,Both sexes,All age groups,All transmission categories,468.9,"60,542","12,910,409"
Chlamydia,2009,Indiana,18,All races/ethnicities,Both sexes,All age groups,All transmission categories,338.3,"21,732","6,423,113"
Chlamydia,2009,Iowa,19,All races/ethnicities,Both sexes,All age groups,All transmission categories,312.7,"9,406","3,007,856"
Chlamydia,2009,Kansas,20,All races/ethnicities,Both sexes,All age groups,All transmission categories,372.9,"10,510","2,818,747"
Chlamydia,2009,Kentucky,21,All races/ethnicities,Both sexes,All age groups,All transmission categories,308.1,"13,293","4,314,113"
Chlamydia,2009,Louisiana,22,All races/ethnicities,Both sexes,All age groups,All transmission categories,615,"27,628","4,492,076"
Chlamydia,2009,Maine,23,All races/ethnicities,Both sexes,All age groups,All transmission categories,184.4,"2,431","1,318,301"
Chlamydia,2009,Maryland,24,All races/ethnicities,Both sexes,All age groups,All transmission categories,416.7,"23,747","5,699,478"
Chlamydia,2009,Massachusetts,25,All races/ethnicities,Both sexes,All age groups,All transmission categories,292.9,"19,315","6,593,587"
Chlamydia,2009,Michigan,26,All races/ethnicities,Both sexes,All age groups,All transmission categories,458.5,"45,714","9,969,727"
Chlamydia,2009,Minnesota,27,All races/ethnicities,Both sexes,All age groups,All transmission categories,269.6,"14,197","5,266,214"
Chlamydia,2009,Mississippi,28,All races/ethnicities,Both sexes,All age groups,All transmission categories,799.1,"23,589","2,951,996"
Chlamydia,2009,Missouri,29,All races/ethnicities,Both sexes,All age groups,All transmission categories,432,"25,868","5,987,580"
Chlamydia,2009,Montana,30,All races/ethnicities,Both sexes,All age groups,All transmission categories,306.5,"2,988","974,989"
Chlamydia,2009,Nebraska,31,All races/ethnicities,Both sexes,All age groups,All transmission categories,303,"5,443","1,796,619"
Chlamydia,2009,Nevada,32,All races/ethnicities,Both sexes,All age groups,All transmission categories,380,"10,045","2,643,085"
Chlamydia,2009,New Hampshire,33,All races/ethnicities,Both sexes,All age groups,All transmission categories,158.7,"2,102","1,324,575"
Chlamydia,2009,New Jersey,34,All races/ethnicities,Both sexes,All age groups,All transmission categories,275.3,"23,974","8,707,739"
Chlamydia,2009,New Mexico,35,All races/ethnicities,Both sexes,All age groups,All transmission categories,472.4,"9,493","2,009,671"
Chlamydia,2009,New York,36,All races/ethnicities,Both sexes,All age groups,All transmission categories,471.1,"92,069","19,541,453"
Chlamydia,2009,North Carolina,37,All races/ethnicities,Both sexes,All age groups,All transmission categories,437.5,"41,045","9,380,884"
Chlamydia,2009,North Dakota,38,All races/ethnicities,Both sexes,All age groups,All transmission categories,302.5,"1,957","646,844"
Chlamydia,2009,Northern Mariana Islands,69,All races/ethnicities,Both sexes,All age groups,All transmission categories,Data not available,Data not available,null
Chlamydia,2009,Ohio,39,All races/ethnicities,Both sexes,All age groups,All transmission categories,417.9,"48,239","11,542,645"
Chlamydia,2009,Oklahoma,40,All races/ethnicities,Both sexes,All age groups,All transmission categories,407.5,"15,023","3,687,050"
Chlamydia,2009,Oregon,41,All races/ethnicities,Both sexes,All age groups,All transmission categories,300.5,"11,497","3,825,657"
Chlamydia,2009,Pennsylvania,42,All races/ethnicities,Both sexes,All age groups,All transmission categories,341.7,"43,068","12,604,767"
Chlamydia,2009,Puerto Rico,72,All races/ethnicities,Both sexes,All age groups,All transmission categories,184.1,"7,302","3,967,288"
Chlamydia,2009,Rhode Island,44,All races/ethnicities,Both sexes,All age groups,All transmission categories,343.2,"3,615","1,053,209"
Chlamydia,2009,South Carolina,45,All races/ethnicities,Both sexes,All age groups,All transmission categories,584.4,"26,654","4,561,242"
Chlamydia,2009,South Dakota,46,All races/ethnicities,Both sexes,All age groups,All transmission categories,371.1,"3,015","812,383"
Chlamydia,2009,Tennessee,47,All races/ethnicities,Both sexes,All age groups,All transmission categories,471.9,"29,711","6,296,254"
Chlamydia,2009,Texas,48,All races/ethnicities,Both sexes,All age groups,All transmission categories,427.4,"105,910","24,782,302"
Chlamydia,2009,U.S. Virgin Islands,78,All races/ethnicities,Both sexes,All age groups,All transmission categories,457.3,488,"106,707"
Chlamydia,2009,Utah,49,All races/ethnicities,Both sexes,All age groups,All transmission categories,220.7,"6,145","2,784,572"
Chlamydia,2009,Vermont,50,All races/ethnicities,Both sexes,All age groups,All transmission categories,190.7,"1,186","621,760"
Chlamydia,2009,Virginia,51,All races/ethnicities,Both sexes,All age groups,All transmission categories,392,"30,903","7,882,590"
Chlamydia,2009,Washington,53,All races/ethnicities,Both sexes,All age groups,All transmission categories,320.9,"21,387","6,664,195"
Chlamydia,2009,West Virginia,54,All races/ethnicities,Both sexes,All age groups,All transmission categories,198,"3,604","1,819,777"
Chlamydia,2009,Wisconsin,55,All races/ethnicities,Both sexes,All age groups,All transmission categories,369.7,"20,906","5,654,774"
Chlamydia,2009,Wyoming,56,All races/ethnicities,Both sexes,All age groups,All transmission categories,360.7,"1,963","544,270"
Chlamydia,2010,Alabama,1,All races/ethnicities,Both sexes,All age groups,All transmission categories,565.7,"27,041","4,779,736"
Chlamydia,2010,Alaska,2,All races/ethnicities,Both sexes,All age groups,All transmission categories,847.5,"6,019","710,231"
Chlamydia,2010,American Samoa,60,All races/ethnicities,Both sexes,All age groups,All transmission categories,Data not available,Data not available,null
Chlamydia,2010,Arizona,4,All races/ethnicities,Both sexes,All age groups,All transmission categories,420.2,"26,861","6,392,017"
Chlamydia,2010,Arkansas,5,All races/ethnicities,Both sexes,All age groups,All transmission categories,529,"15,424","2,915,918"
Chlamydia,2010,California,6,All races/ethnicities,Both sexes,All age groups,All transmission categories,403.8,"150,443","37,253,956"
Chlamydia,2010,Colorado,8,All races/ethnicities,Both sexes,All age groups,All transmission categories,386.7,"19,447","5,029,196"
Chlamydia,2010,Connecticut,9,All races/ethnicities,Both sexes,All age groups,All transmission categories,353.9,"12,649","3,574,097"
Chlamydia,2010,Delaware,10,All races/ethnicities,Both sexes,All age groups,All transmission categories,497.1,"4,464","897,934"
Chlamydia,2010,District of Columbia,11,All races/ethnicities,Both sexes,All age groups,All transmission categories,928.8,"5,589","601,723"
Chlamydia,2010,Florida,12,All races/ethnicities,Both sexes,All age groups,All transmission categories,397.5,"74,744","18,801,310"
Chlamydia,2010,Georgia,13,All races/ethnicities,Both sexes,All age groups,All transmission categories,466,"45,147","9,687,653"
Chlamydia,2010,Guam,66,All races/ethnicities,Both sexes,All age groups,All transmission categories,564.5,900,"159,434"
Chlamydia,2010,Hawaii,15,All races/ethnicities,Both sexes,All age groups,All transmission categories,442.2,"6,015","1,360,301"
Chlamydia,2010,Idaho,16,All races/ethnicities,Both sexes,All age groups,All transmission categories,268.4,"4,208","1,567,582"
Chlamydia,2010,Illinois,17,All races/ethnicities,Both sexes,All age groups,All transmission categories,472.9,"60,672","12,830,632"
Chlamydia,2010,Indiana,18,All races/ethnicities,Both sexes,All age groups,All transmission categories,352,"22,825","6,483,802"
Chlamydia,2010,Iowa,19,All races/ethnicities,Both sexes,All age groups,All transmission categories,346.1,"10,542","3,046,355"
Chlamydia,2010,Kansas,20,All races/ethnicities,Both sexes,All age groups,All transmission categories,336.5,"9,601","2,853,118"
Chlamydia,2010,Kentucky,21,All races/ethnicities,Both sexes,All age groups,All transmission categories,377.4,"16,376","4,339,367"
Chlamydia,2010,Louisiana,22,All races/ethnicities,Both sexes,All age groups,All transmission categories,643,"29,151","4,533,372"
Chlamydia,2010,Maine,23,All races/ethnicities,Both sexes,All age groups,All transmission categories,194.7,"2,586","1,328,361"
Chlamydia,2010,Maryland,24,All races/ethnicities,Both sexes,All age groups,All transmission categories,453.7,"26,192","5,773,552"
Chlamydia,2010,Massachusetts,25,All races/ethnicities,Both sexes,All age groups,All transmission categories,321.9,"21,080","6,547,629"
Chlamydia,2010,Michigan,26,All races/ethnicities,Both sexes,All age groups,All transmission categories,500.6,"49,478","9,883,640"
Chlamydia,2010,Minnesota,27,All races/ethnicities,Both sexes,All age groups,All transmission categories,288.4,"15,294","5,303,925"
Chlamydia,2010,Mississippi,28,All races/ethnicities,Both sexes,All age groups,All transmission categories,721.8,"21,417","2,967,297"
Chlamydia,2010,Missouri,29,All races/ethnicities,Both sexes,All age groups,All transmission categories,435,"26,049","5,988,927"
Chlamydia,2010,Montana,30,All races/ethnicities,Both sexes,All age groups,All transmission categories,311.5,"3,082","989,415"
Chlamydia,2010,Nebraska,31,All races/ethnicities,Both sexes,All age groups,All transmission categories,280,"5,114","1,826,341"
Chlamydia,2010,Nevada,32,All races/ethnicities,Both sexes,All age groups,All transmission categories,357.9,"9,666","2,700,551"
Chlamydia,2010,New Hampshire,33,All races/ethnicities,Both sexes,All age groups,All transmission categories,187,"2,462","1,316,470"
Chlamydia,2010,New Jersey,34,All races/ethnicities,Both sexes,All age groups,All transmission categories,297.3,"26,142","8,791,894"
Chlamydia,2010,New Mexico,35,All races/ethnicities,Both sexes,All age groups,All transmission categories,568.5,"11,706","2,059,179"
Chlamydia,2010,New York,36,All races/ethnicities,Both sexes,All age groups,All transmission categories,515.6,"99,920","19,378,102"
Chlamydia,2010,North Carolina,37,All races/ethnicities,Both sexes,All age groups,All transmission categories,441,"42,048","9,535,483"
Chlamydia,2010,North Dakota,38,All races/ethnicities,Both sexes,All age groups,All transmission categories,357.4,"2,404","672,591"
Chlamydia,2010,Northern Mariana Islands,69,All races/ethnicities,Both sexes,All age groups,All transmission categories,Data not available,Data not available,null
Chlamydia,2010,Ohio,39,All races/ethnicities,Both sexes,All age groups,All transmission categories,443.4,"51,150","11,536,504"
Chlamydia,2010,Oklahoma,40,All races/ethnicities,Both sexes,All age groups,All transmission categories,381.2,"14,302","3,751,351"
Chlamydia,2010,Oregon,41,All races/ethnicities,Both sexes,All age groups,All transmission categories,322.4,"12,352","3,831,074"
Chlamydia,2010,Pennsylvania,42,All races/ethnicities,Both sexes,All age groups,All transmission categories,374.1,"47,518","12,702,379"
Chlamydia,2010,Puerto Rico,72,All races/ethnicities,Both sexes,All age groups,All transmission categories,160.1,"5,960","3,721,527"
Chlamydia,2010,Rhode Island,44,All races/ethnicities,Both sexes,All age groups,All transmission categories,330.6,"3,480","1,052,567"
Chlamydia,2010,South Carolina,45,All races/ethnicities,Both sexes,All age groups,All transmission categories,573.5,"26,525","4,625,364"
Chlamydia,2010,South Dakota,46,All races/ethnicities,Both sexes,All age groups,All transmission categories,392.1,"3,192","814,180"
Chlamydia,2010,Tennessee,47,All races/ethnicities,Both sexes,All age groups,All transmission categories,446.4,"28,327","6,346,105"
Chlamydia,2010,Texas,48,All races/ethnicities,Both sexes,All age groups,All transmission categories,476.7,"119,872","25,145,561"
Chlamydia,2010,U.S. Virgin Islands,78,All races/ethnicities,Both sexes,All age groups,All transmission categories,552.4,587,"106,267"
Chlamydia,2010,Utah,49,All races/ethnicities,Both sexes,All age groups,All transmission categories,242.1,"6,690","2,763,885"
Chlamydia,2010,Vermont,50,All races/ethnicities,Both sexes,All age groups,All transmission categories,200.9,"1,257","625,741"
Chlamydia,2010,Virginia,51,All races/ethnicities,Both sexes,All age groups,All transmission categories,384.9,"30,797","8,001,024"
Chlamydia,2010,Washington,53,All races/ethnicities,Both sexes,All age groups,All transmission categories,317.5,"21,348","6,724,540"
Chlamydia,2010,West Virginia,54,All races/ethnicities,Both sexes,All age groups,All transmission categories,209.2,"3,876","1,852,994"
Chlamydia,2010,Wisconsin,55,All races/ethnicities,Both sexes,All age groups,All transmission categories,408.6,"23,236","5,686,986"
Chlamydia,2010,Wyoming,56,All races/ethnicities,Both sexes,All age groups,All transmission categories,374.9,"2,113","563,626"
Chlamydia,2011,Alabama,1,All races/ethnicities,Both sexes,All age groups,All transmission categories,616.9,"29,626","4,802,740"
Chlamydia,2011,Alaska,2,All races/ethnicities,Both sexes,All age groups,All transmission categories,794.1,"5,739","722,718"
Chlamydia,2011,American Samoa,60,All races/ethnicities,Both sexes,All age groups,All transmission categories,Data not available,Data not available,null
Chlamydia,2011,Arizona,4,All races/ethnicities,Both sexes,All age groups,All transmission categories,451.2,"29,251","6,482,505"
Chlamydia,2011,Arkansas,5,All races/ethnicities,Both sexes,All age groups,All transmission categories,546.4,"16,052","2,937,979"
Chlamydia,2011,California,6,All races/ethnicities,Both sexes,All age groups,All transmission categories,442.5,"166,773","37,691,912"
Chlamydia,2011,Colorado,8,All races/ethnicities,Both sexes,All age groups,All transmission categories,426.3,"21,811","5,116,796"
Chlamydia,2011,Connecticut,9,All races/ethnicities,Both sexes,All age groups,All transmission categories,381.2,"13,649","3,580,709"
Chlamydia,2011,Delaware,10,All races/ethnicities,Both sexes,All age groups,All transmission categories,496.9,"4,508","907,135"
Chlamydia,2011,District of Columbia,11,All races/ethnicities,Both sexes,All age groups,All transmission categories,1065.5,"6,585","617,996"
Chlamydia,2011,Florida,12,All races/ethnicities,Both sexes,All age groups,All transmission categories,399,"76,033","19,057,542"
Chlamydia,2011,Georgia,13,All races/ethnicities,Both sexes,All age groups,All transmission categories,554.3,"54,403","9,815,210"
Chlamydia,2011,Guam,66,All races/ethnicities,Both sexes,All age groups,All transmission categories,671.1,"1,071","159,600"
Chlamydia,2011,Hawaii,15,All races/ethnicities,Both sexes,All age groups,All transmission categories,436.5,"6,001","1,374,810"
Chlamydia,2011,Idaho,16,All races/ethnicities,Both sexes,All age groups,All transmission categories,296.5,"4,699","1,584,985"
Chlamydia,2011,Illinois,17,All races/ethnicities,Both sexes,All age groups,All transmission categories,504.6,"64,939","12,869,257"
Chlamydia,2011,Indiana,18,All races/ethnicities,Both sexes,All age groups,All transmission categories,426.6,"27,801","6,516,922"
Chlamydia,2011,Iowa,19,All races/ethnicities,Both sexes,All age groups,All transmission categories,349.6,"10,705","3,062,309"
Chlamydia,2011,Kansas,20,All races/ethnicities,Both sexes,All age groups,All transmission categories,369.1,"10,598","2,871,238"
Chlamydia,2011,Kentucky,21,All races/ethnicities,Both sexes,All age groups,All transmission categories,380.6,"16,629","4,369,356"
Chlamydia,2011,Louisiana,22,All races/ethnicities,Both sexes,All age groups,All transmission categories,691,"31,614","4,574,836"
Chlamydia,2011,Maine,23,All races/ethnicities,Both sexes,All age groups,All transmission categories,232.9,"3,094","1,328,188"
Chlamydia,2011,Maryland,24,All races/ethnicities,Both sexes,All age groups,All transmission categories,466.9,"27,212","5,828,289"
Chlamydia,2011,Massachusetts,25,All races/ethnicities,Both sexes,All age groups,All transmission categories,345.6,"22,764","6,587,536"
Chlamydia,2011,Michigan,26,All races/ethnicities,Both sexes,All age groups,All transmission categories,501.9,"49,568","9,876,187"
Chlamydia,2011,Minnesota,27,All races/ethnicities,Both sexes,All age groups,All transmission categories,316.2,"16,902","5,344,861"
Chlamydia,2011,Mississippi,28,All races/ethnicities,Both sexes,All age groups,All transmission categories,712.3,"21,216","2,978,512"
Chlamydia,2011,Missouri,29,All races/ethnicities,Both sexes,All age groups,All transmission categories,464,"27,887","6,010,688"
Chlamydia,2011,Montana,30,All races/ethnicities,Both sexes,All age groups,All transmission categories,341.2,"3,406","998,199"
Chlamydia,2011,Nebraska,31,All races/ethnicities,Both sexes,All age groups,All transmission categories,368,"6,780","1,842,641"
Chlamydia,2011,Nevada,32,All races/ethnicities,Both sexes,All age groups,All transmission categories,385.8,"10,507","2,723,322"
Chlamydia,2011,New Hampshire,33,All races/ethnicities,Both sexes,All age groups,All transmission categories,228.3,"3,010","1,318,194"
Chlamydia,2011,New Jersey,34,All races/ethnicities,Both sexes,All age groups,All transmission categories,297.1,"26,209","8,821,155"
Chlamydia,2011,New Mexico,35,All races/ethnicities,Both sexes,All age groups,All transmission categories,546.2,"11,374","2,082,224"
Chlamydia,2011,New York,36,All races/ethnicities,Both sexes,All age groups,All transmission categories,527.9,"102,763","19,465,197"
Chlamydia,2011,North Carolina,37,All races/ethnicities,Both sexes,All age groups,All transmission categories,567.7,"54,819","9,656,401"
Chlamydia,2011,North Dakota,38,All races/ethnicities,Both sexes,All age groups,All transmission categories,357.5,"2,445","683,932"
Chlamydia,2011,Northern Mariana Islands,69,All races/ethnicities,Both sexes,All age groups,All transmission categories,Data not available,Data not available,null
Chlamydia,2011,Ohio,39,All races/ethnicities,Both sexes,All age groups,All transmission categories,456.1,"52,653","11,544,951"
Chlamydia,2011,Oklahoma,40,All races/ethnicities,Both sexes,All age groups,All transmission categories,385,"14,596","3,791,508"
Chlamydia,2011,Oregon,41,All races/ethnicities,Both sexes,All age groups,All transmission categories,352.4,"13,643","3,871,859"
Chlamydia,2011,Pennsylvania,42,All races/ethnicities,Both sexes,All age groups,All transmission categories,415,"52,884","12,742,886"
Chlamydia,2011,Puerto Rico,72,All races/ethnicities,Both sexes,All age groups,All transmission categories,152.8,"5,634","3,686,771"
Chlamydia,2011,Rhode Island,44,All races/ethnicities,Both sexes,All age groups,All transmission categories,394.4,"4,146","1,051,302"
Chlamydia,2011,South Carolina,45,All races/ethnicities,Both sexes,All age groups,All transmission categories,618.3,"28,932","4,679,230"
Chlamydia,2011,South Dakota,46,All races/ethnicities,Both sexes,All age groups,All transmission categories,413.7,"3,409","824,082"
Chlamydia,2011,Tennessee,47,All races/ethnicities,Both sexes,All age groups,All transmission categories,485.8,"31,105","6,403,353"
Chlamydia,2011,Texas,48,All races/ethnicities,Both sexes,All age groups,All transmission categories,486.4,"124,882","25,674,681"
Chlamydia,2011,U.S. Virgin Islands,78,All races/ethnicities,Both sexes,All age groups,All transmission categories,775.2,820,"105,784"
Chlamydia,2011,Utah,49,All races/ethnicities,Both sexes,All age groups,All transmission categories,251.5,"7,086","2,817,222"
Chlamydia,2011,Vermont,50,All races/ethnicities,Both sexes,All age groups,All transmission categories,236.7,"1,483","626,431"
Chlamydia,2011,Virginia,51,All races/ethnicities,Both sexes,All age groups,All transmission categories,448.5,"36,314","8,096,604"
Chlamydia,2011,Washington,53,All races/ethnicities,Both sexes,All age groups,All transmission categories,340.8,"23,280","6,830,038"
Chlamydia,2011,West Virginia,54,All races/ethnicities,Both sexes,All age groups,All transmission categories,231.5,"4,295","1,855,364"
Chlamydia,2011,Wisconsin,55,All races/ethnicities,Both sexes,All age groups,All transmission categories,431,"24,619","5,711,767"
Chlamydia,2011,Wyoming,56,All races/ethnicities,Both sexes,All age groups,All transmission categories,368.2,"2,092","568,158"
Chlamydia,2012,Alabama,1,All races/ethnicities,Both sexes,All age groups,All transmission categories,635,"30,621","4,822,023"
Chlamydia,2012,Alaska,2,All races/ethnicities,Both sexes,All age groups,All transmission categories,746.7,"5,462","731,449"
Chlamydia,2012,American Samoa,60,All races/ethnicities,Both sexes,All age groups,All transmission categories,Data not available,Data not available,null
Chlamydia,2012,Arizona,4,All races/ethnicities,Both sexes,All age groups,All transmission categories,464.6,"30,444","6,553,255"
Chlamydia,2012,Arkansas,5,All races/ethnicities,Both sexes,All age groups,All transmission categories,563.3,"16,611","2,949,131"
Chlamydia,2012,California,6,All races/ethnicities,Both sexes,All age groups,All transmission categories,440.8,"167,695","38,041,430"
Chlamydia,2012,Colorado,8,All races/ethnicities,Both sexes,All age groups,All transmission categories,417,"21,631","5,187,582"
Chlamydia,2012,Connecticut,9,All races/ethnicities,Both sexes,All age groups,All transmission categories,363.9,"13,065","3,590,347"
Chlamydia,2012,Delaware,10,All races/ethnicities,Both sexes,All age groups,All transmission categories,483.9,"4,438","917,092"
Chlamydia,2012,District of Columbia,11,All races/ethnicities,Both sexes,All age groups,All transmission categories,1076.7,"6,808","632,323"
Chlamydia,2012,Florida,12,All races/ethnicities,Both sexes,All age groups,All transmission categories,401.9,"77,644","19,317,568"
Chlamydia,2012,Georgia,13,All races/ethnicities,Both sexes,All age groups,All transmission categories,528.4,"52,418","9,919,945"
Chlamydia,2012,Guam,66,All races/ethnicities,Both sexes,All age groups,All transmission categories,644.7,"1,031","159,914"
Chlamydia,2012,Hawaii,15,All races/ethnicities,Both sexes,All age groups,All transmission categories,455.4,"6,340","1,392,313"
Chlamydia,2012,Idaho,16,All races/ethnicities,Both sexes,All age groups,All transmission categories,285.1,"4,550","1,595,728"
Chlamydia,2012,Illinois,17,All races/ethnicities,Both sexes,All age groups,All transmission categories,525.8,"67,701","12,875,255"
Chlamydia,2012,Indiana,18,All races/ethnicities,Both sexes,All age groups,All transmission categories,451.3,"29,505","6,537,334"
Chlamydia,2012,Iowa,19,All races/ethnicities,Both sexes,All age groups,All transmission categories,370.1,"11,377","3,074,186"
Chlamydia,2012,Kansas,20,All races/ethnicities,Both sexes,All age groups,All transmission categories,385.8,"11,135","2,885,905"
Chlamydia,2012,Kentucky,21,All races/ethnicities,Both sexes,All age groups,All transmission categories,394.3,"17,273","4,380,415"
Chlamydia,2012,Louisiana,22,All races/ethnicities,Both sexes,All age groups,All transmission categories,594.4,"27,353","4,601,893"
Chlamydia,2012,Maine,23,All races/ethnicities,Both sexes,All age groups,All transmission categories,256.8,"3,413","1,329,192"
Chlamydia,2012,Maryland,24,All races/ethnicities,Both sexes,All age groups,All transmission categories,450.9,"26,534","5,884,563"
Chlamydia,2012,Massachusetts,25,All races/ethnicities,Both sexes,All age groups,All transmission categories,354.3,"23,550","6,646,144"
Chlamydia,2012,Michigan,26,All races/ethnicities,Both sexes,All age groups,All transmission categories,481.3,"47,566","9,883,360"
Chlamydia,2012,Minnesota,27,All races/ethnicities,Both sexes,All age groups,All transmission categories,335.7,"18,056","5,379,139"
